Country Name,Country Code,Indicator Name,Indicator Code,region,Image URL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
British Virgin Islands,VGB,Population density (people per sq. km of land area),EN.POP.DNST,Americas,https://www.countryflags.io/vg/flat/64.png,,54.44666667,55.4,56.50666667,57.64,58.86666667,60.16666667,61.48,62.80666667,64.17333333,65.51333333,66.78,68.05333333,69.28,70.41333333,71.32666667,72.14,72.85333333,73.63333333,74.78666667,76.52,78.84,81.66,85.01333333,88.81333333,93.04,97.66,102.7133333,107.69333329999999,112.41333329999999,116.59333329999998,120.04,122.92,125.24,127.16,128.75333329999998,130.0133333,131.1,132.14,133.5066667,135.4066667,137.83333330000002,140.86,144.48,148.89333330000002,154.0466667,160.1533333,166.98,173.98,180.26,185.2933333,188.7933333,191.0,192.3133333,193.26,194.3466667,195.7,197.18,198.68,197.2459407,200.0119866,202.7780325,205.5440785,208.3101244,211.0761703,213.8422162,216.6082621,219.374308,222.140354,224.9063999,227.6724458,230.4384917,233.2045376,235.9705835,238.7366294,241.5026754,244.2687213,247.0347672,249.8008131,252.566859,255.3329049,258.0989509,260.8649968,263.6310427,266.3970886,269.1631345,271.9291804,274.6952263,277.4612723,280.2273182,282.9933641,285.75941,288.5254559,291.2915018,294.0575478,296.8235937,299.5896396,302.3556855,305.1217314,307.8877773,310.6538232,313.4198692,316.1859151,318.951961,321.7180069,324.4840528,327.2500987,330.0161447,332.7821906,335.5482365,338.3142824,341.0803283,343.8463742,346.6124202,349.3784661,352.144512,354.9105579,357.6766038,360.4426497,363.2086956,365.9747416,368.7407875,371.5068334,374.2728793,377.0389252,379.8049711,382.5710171,385.337063,388.1031089,390.8691548,393.6352007,396.4012466,399.1672925,401.9333385,404.6993844,407.4654303,410.2314762,412.9975221,415.763568,418.529614,421.2956599
Brunei Darussalam,BRN,Population density (people per sq. km of land area),EN.POP.DNST,Asia,https://www.countryflags.io/bn/flat/64.png,,16.23567362,16.97931689,17.74952562,18.5601518,19.42808349,20.35559772,21.337381399999998,22.371537,23.45351044,24.57855787,25.74402277,26.94914611,28.18064516,29.42542694,30.66907021,31.91290323,33.15256167,34.38425047,35.59848197,36.78918406,37.95464896,39.10151803,40.24212524,41.39943074,42.58994307,43.81688805,45.07836812,46.37647059,47.71499051,49.09316888,50.5142315,51.97191651,53.44990512,54.92485769,56.37836812,57.80303605,59.19506641,60.55863378,61.89943074,63.21916509,64.52258065,65.80303605,67.03851992,68.20360531,69.28159393,70.25863378,71.15085389,71.99639469,72.84743833,73.74686907,74.70360531,75.70948767,76.7402277,77.75502846,78.72998102,79.65844402,80.54516129,81.39696395,84.76269057,85.97777557,87.19286057,88.40794557,89.62303057,90.83811558,92.05320058,93.26828558,94.48337058,95.69845558,96.91354058,98.12862558,99.34371058,100.5587956,101.7738806,102.9889656,104.2040506,105.4191356,106.6342206,107.8493056,109.0643906,110.2794756,111.4945606,112.7096456,113.9247306,115.1398156,116.3549006,117.5699856,118.7850706,120.0001556,121.2152406,122.4303256,123.6454106,124.8604956,126.0755806,127.2906656,128.5057506,129.7208356,130.9359206,132.1510056,133.3660906,134.5811756,135.7962606,137.0113456,138.2264306,139.4415156,140.6566006,141.8716856,143.0867706,144.3018556,145.5169406,146.7320256,147.9471106,149.1621956,150.3772806,151.5923656,152.8074506,154.0225356,155.2376206,156.4527056,157.6677906,158.8828756,160.0979606,161.3130456,162.5281306,163.7432156,164.9583006,166.1733856,167.3884706,168.6035556,169.8186406,171.0337256,172.2488106,173.4638956,174.6789806,175.8940656,177.1091506,178.3242356,179.5393206,180.7544056,181.9694906,183.1845756
Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,Europe,https://www.countryflags.io/bg/flat/64.png,,71.79895146,72.43013649,73.01947935,73.61782518,74.15861882,74.64572901,75.11729187,75.65400886,76.23765706,76.73844346,77.16166501,77.52146796,77.92612311,78.44838651,78.82800325,79.17019796,79.58223809,79.67126458,79.77890265,80.10065082,80.36804664,80.60613758,80.80753864,80.99682726,80.99563409999999,80.9741571,81.09336527,81.18454307,80.24018801,78.80583024,78.02916929999999,77.19573353,76.58241887,76.32279671,75.98361204,75.59275061,75.13394197,74.63424026,74.2169755,73.85132423,72.3957516,72.03272978,71.48411327,70.95310776,70.4986377,69.97166529,69.47185342,68.98592211,68.57445652,68.12453021,67.68909359,67.2981577,66.92257738,66.54327561,66.120035,65.65790346,65.18005711,64.70353721,69.00580253,68.81556692,68.6253313,68.43509569,68.24486008,68.05462447,67.86438886,67.67415325,67.48391764,67.29368203,67.10344642,66.9132108,66.72297519,66.53273958,66.34250397,66.15226836,65.96203275,65.77179714,65.58156153,65.39132592,65.2010903,65.01085469,64.82061908,64.63038347,64.44014786,64.24991225,64.05967664,63.86944103,63.67920542,63.4889698,63.29873419,63.10849858,62.91826297,62.72802736,62.53779175,62.34755614,62.15732053,61.96708492,61.7768493,61.58661369,61.39637808,61.20614247,61.01590686,60.82567125,60.63543564,60.44520003,60.25496442,60.0647288,59.87449319,59.68425758,59.49402197,59.30378636,59.11355075,58.92331514,58.73307953,58.54284391,58.3526083,58.16237269,57.97213708,57.78190147,57.59166586,57.40143025,57.21119464,57.02095903,56.83072341,56.6404878,56.45025219,56.26001658,56.06978097,55.87954536,55.68930975,55.49907414,55.30883853,55.11860291,54.9283673,54.73813169,54.54789608,54.35766047,54.16742486,53.97718925,53.78695364,53.59671803
Burkina Faso,BFA,Population density (people per sq. km of land area),EN.POP.DNST,Africa,https://www.countryflags.io/bf/flat/64.png,,17.88954678,18.12984649,18.37653874,18.63629386,18.91399854,19.21185307,19.52857822,19.86126096,20.20531433,20.55774854,20.9187902,21.29083699,21.67574196,22.07617325,22.49468202,22.93142178,23.38792032,23.86995249,24.3847076,24.93729167,25.53055556,26.16321272,26.83079313,27.526469300000002,28.24527412,28.98645468,29.7517288,30.54205044,31.35900219,32.20407164,33.0777924,33.98067617,34.91402047,35.87934211,36.87820906,37.91207968,38.98225877,40.090365500000004,41.23794225,42.4266886,43.65711623,44.93092105,46.25226974,47.62634868,49.0567617,50.54523392,52.09072003,53.69051535,55.34027047,57.03661184,58.77891447,60.56741959,62.40049342,64.27637792,66.19380117,68.15196637,70.15089181,72.19128289,63.1544573,64.06516631,64.97587533,65.88658434,66.79729335,67.70800237,68.61871138,69.52942039,70.4401294,71.35083842,72.26154743,73.17225644,74.08296546,74.99367447,75.90438348,76.8150925,77.72580151,78.63651052,79.54721953,80.45792855,81.36863756,82.27934657,83.19005559,84.1007646,85.01147361,85.92218263,86.83289164,87.74360065,88.65430967,89.56501868,90.47572769,91.3864367,92.29714572,93.20785473,94.11856374,95.02927276,95.93998177,96.85069078,97.7613998,98.67210881,99.58281782,100.4935268,101.4042358,102.3149449,103.2256539,104.1363629,105.0470719,105.9577809,106.8684899,107.7791989,108.689908,109.600617,110.511326,111.422035,112.332744,113.243453,114.154162,115.064871,115.9755801,116.8862891,117.7969981,118.7077071,119.6184161,120.5291251,121.4398341,122.3505431,123.2612522,124.1719612,125.0826702,125.9933792,126.9040882,127.8147972,128.7255062,129.6362153,130.5469243,131.4576333,132.3683423,133.2790513,134.1897603,135.1004693,136.0111783,136.9218874
Burundi,BDI,Population density (people per sq. km of land area),EN.POP.DNST,Africa,https://www.countryflags.io/bi/flat/64.png,,111.07624609999999,113.21343459999999,115.4371885,117.8461838,120.49762460000001,123.4614486,126.6829439,129.9426402,132.9401869,135.4779595,137.46094240000002,139.0056854,140.3865265,141.99497659999997,144.1152648,146.840771,150.09521030000002,153.7876168,157.7583333,161.88855139999998,166.14174450000002,170.55,175.1375779,179.9494938,185.0014408,190.29373049999998,195.76082549999998,201.2732866,206.6615654,211.797391,216.70272590000002,221.4005062,225.7808801,229.71055299999998,233.1403037,235.98563080000002,238.4007009,240.87079440000002,244.0468847,248.3984034,254.11000780000003,261.0635903,269.048053,277.7139019,286.79369160000005,296.2558022,306.1609813,316.4369938,327.0119938,337.8349688,348.84758569999997,360.0462617,371.506581,383.3448988,395.6397975,408.4111371,421.6130841,435.178271,375.9326007,381.0934184,386.254236,391.4150537,396.5758714,401.7366891,406.8975068,412.0583245,417.2191422,422.3799599,427.5407775,432.7015952,437.8624129,443.0232306,448.1840483,453.344866,458.5056837,463.6665014,468.827319,473.9881367,479.1489544,484.3097721,489.4705898,494.6314075,499.7922252,504.9530428,510.1138605,515.2746782,520.4354959,525.5963136,530.7571313,535.917949,541.0787667,546.2395843,551.400402,556.5612197,561.7220374,566.8828551,572.0436728,577.2044905,582.3653082,587.5261258,592.6869435,597.8477612,603.0085789,608.1693966,613.3302143,618.491032,623.6518497,628.8126673,633.973485,639.1343027,644.2951204,649.4559381,654.6167558,659.7775735,664.9383912,670.0992088,675.2600265,680.4208442,685.5816619,690.7424796,695.9032973,701.064115,706.2249327,711.3857503,716.546568,721.7073857,726.8682034,732.0290211,737.1898388,742.3506565,747.5114742,752.6722918,757.8331095,762.9939272,768.1547449,773.3155626,778.4763803,783.637198,788.7980157,793.9588333
Cabo Verde,CPV,Population density (people per sq. km of land area),EN.POP.DNST,Africa,https://www.countryflags.io/cv/flat/64.png,,50.94962779,52.14441687,53.62183623,55.32208437,57.17568238,59.21960298,61.42109181,63.56724566,65.37295285,66.65682382,67.32233251,67.45483871,67.26253102,67.05459057,67.05880893,67.33052109,67.82506203,68.52952854,69.41191067,70.43349876,71.63200993,73.01588089,74.49875931,75.96426799,77.33945409,78.56476427,79.68610422,80.83027295,82.17841191,83.85856079,85.91315136,88.27717122,90.83200993,93.40124069,95.85210918,98.1471464,100.3124069,102.360794,104.33052109999998,106.2501241,108.11637720000002,109.91339950000001,111.64516129999998,113.3044665,114.89627790000002,116.4193548,117.8808933,119.3156328,120.7620347,122.2466501,123.78560790000002,125.36848640000001,126.98461540000001,128.60272949999998,130.2091811,131.7980149,133.37394540000003,134.9297767,133.4227482,134.907603,136.3924579,137.8773127,139.3621676,140.8470224,142.3318772,143.8167321,145.3015869,146.7864418,148.2712966,149.7561515,151.2410063,152.7258612,154.210716,155.6955708,157.1804257,158.6652805,160.1501354,161.6349902,163.1198451,164.6046999,166.0895548,167.5744096,169.0592645,170.5441193,172.0289741,173.513829,174.9986838,176.4835387,177.9683935,179.4532484,180.9381032,182.4229581,183.9078129,185.3926677,186.8775226,188.3623774,189.8472323,191.3320871,192.816942,194.3017968,195.7866517,197.2715065,198.7563613,200.2412162,201.726071,203.2109259,204.6957807,206.1806356,207.6654904,209.1503453,210.6352001,212.120055,213.6049098,215.0897646,216.5746195,218.0594743,219.5443292,221.029184,222.5140389,223.9988937,225.4837486,226.9686034,228.4534582,229.9383131,231.4231679,232.9080228,234.3928776,235.8777325,237.3625873,238.8474422,240.332297,241.8171519,243.3020067,244.7868615,246.2717164,247.7565712,249.2414261,250.7262809,252.2111358,253.6959906
Cambodia,KHM,Population density (people per sq. km of land area),EN.POP.DNST,Asia,https://www.countryflags.io/kh/flat/64.png,,33.27082484,34.15154657,35.03050079,35.86816791,36.63719125,37.304753000000005,37.87650125,38.40803875,38.9792828,39.63616587,40.4466746,41.36704623,42.20053252,42.67695445,42.62659755,41.94813052,40.76615681,39.4134659,38.35483798,37.92071153,38.23842624,39.20122932,40.61860979,42.19268638,43.70541582,45.0994165,46.44279402,47.7901201,49.23710628,50.84747904,52.62462610000001,54.52010537,56.48500453,58.45172785,60.36787899,62.21910832,64.00747791,65.71781101,67.33774077,68.86040675,70.27763426,71.59374009,72.8311976,74.02259801,75.19461817,76.35230569,77.4980852,78.65303648,79.84140041,81.07983231,82.37833107,83.73246091,85.12537956,86.53128824,87.93018355,89.31731815,90.69461817,92.05641287,88.1629739,89.23222743,90.30148096,91.37073449,92.43998803,93.50924156,94.57849509,95.64774862,96.71700215,97.78625569,98.85550922,99.92476275,100.9940163,102.0632698,103.1325233,104.2017769,105.2710304,106.3402839,107.4095375,108.478791,109.5480445,110.6172981,111.6865516,112.7558051,113.8250587,114.8943122,115.9635657,117.0328193,118.1020728,119.1713263,120.2405799,121.3098334,122.3790869,123.4483405,124.517594,125.5868475,126.656101,127.7253546,128.7946081,129.8638616,130.9331152,132.0023687,133.0716222,134.1408758,135.2101293,136.2793828,137.3486364,138.4178899,139.4871434,140.556397,141.6256505,142.694904,143.7641576,144.8334111,145.9026646,146.9719182,148.0411717,149.1104252,150.1796787,151.2489323,152.3181858,153.3874393,154.4566929,155.5259464,156.5951999,157.6644535,158.733707,159.8029605,160.8722141,161.9414676,163.0107211,164.0799747,165.1492282,166.2184817,167.2877353,168.3569888,169.4262423,170.4954959,171.5647494,172.6340029,173.7032565,174.77251
Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,Africa,https://www.countryflags.io/cm/flat/64.png,,11.18025216,11.42080557,11.67333883,11.93762772,12.21371031,12.50213027,12.80366398,13.118853,13.44818599,13.79230818,14.15172516,14.5272535,14.92003342,15.33135961,15.76242093,16.21375896,16.68583275,17.17984388,17.69703835,18.23825601,18.80335724,19.39205009,20.00485287,20.64234097,21.30440651,21.99124199,22.70115716,23.42963339,24.1708447,24.92032747,25.67729052,26.44221404,27.21349242,27.989642699999997,28.77025661,29.55472277,30.345135499999998,31.14757039,31.97011275,32.81915974,33.69700239,34.60388399,35.54158998,36.511438299999995,37.51435341,38.55148823,39.62319816,40.72828161,41.86481987,43.03112056,44.22666751,45.45126187,46.70368302,47.98260667,49.28681009,50.61568192,51.9685325,53.34398891,48.44640414,49.17378977,49.90117541,50.62856105,51.35594668,52.08333232,52.81071795,53.53810359,54.26548922,54.99287486,55.7202605,56.44764613,57.17503177,57.9024174,58.62980304,59.35718867,60.08457431,60.81195995,61.53934558,62.26673122,62.99411685,63.72150249,64.44888812,65.17627376,65.9036594,66.63104503,67.35843067,68.0858163,68.81320194,69.54058757,70.26797321,70.99535884,71.72274448,72.45013012,73.17751575,73.90490139,74.63228702,75.35967266,76.08705829,76.81444393,77.54182957,78.2692152,78.99660084,79.72398647,80.45137211,81.17875774,81.90614338,82.63352902,83.36091465,84.08830029,84.81568592,85.54307156,86.27045719,86.99784283,87.72522847,88.4526141,89.17999974,89.90738537,90.63477101,91.36215664,92.08954228,92.81692792,93.54431355,94.27169919,94.99908482,95.72647046,96.45385609,97.18124173,97.90862737,98.636013,99.36339864,100.0907843,100.8181699,101.5455555,102.2729412,103.0003268,103.7277125,104.4550981,105.1824837,105.9098694,106.637255,107.3646406
Canada,CAN,Population density (people per sq. km of land area),EN.POP.DNST,Americas,https://www.countryflags.io/ca/flat/64.png,,2.009235158,2.046954366,2.085443355,2.125141997,2.163960891,2.20464925,2.244677798,2.281187352,2.312418417,2.344969104,2.415132551,2.4433318930000003,2.473387834,2.508159006,2.545032116,2.578741102,2.609096268,2.6351984,2.661408411,2.695952058,2.7294097660000003,2.7620733910000004,2.789511531,2.8159701810000004,2.841819715,2.870209413,2.908294047,2.946249248,2.9995877280000003,3.045153961,3.0832340869999997,3.119946423,3.15442156,3.1891605110000003,3.2223323010000002,3.256192383,3.288713379,3.316120288,3.343184975,3.3744648660000003,3.41132324,3.448622039,3.479847496,3.512467133,3.5457983769999997,3.5818043860000004,3.616757996,3.656136959,3.6981204180000002,3.7394679280000003,3.776245696,3.8174722410000004,3.85802116,3.897002917,3.926196595,3.970907493,4.01827985,4.075308214,4.05639022,4.091340965,4.126291711,4.161242456,4.196193201,4.231143947,4.266094692,4.301045438,4.335996183,4.370946929,4.405897674,4.44084842,4.475799165,4.510749911,4.545700656,4.580651402,4.615602147,4.650552893,4.685503638,4.720454384,4.755405129,4.790355875,4.82530662,4.860257366,4.895208111,4.930158857,4.965109602,5.000060347,5.035011093,5.069961838,5.104912584,5.139863329,5.174814075,5.20976482,5.244715566,5.279666311,5.314617057,5.349567802,5.384518548,5.419469293,5.454420039,5.489370784,5.52432153,5.559272275,5.594223021,5.629173766,5.664124512,5.699075257,5.734026003,5.768976748,5.803927494,5.838878239,5.873828984,5.90877973,5.943730475,5.978681221,6.013631966,6.048582712,6.083533457,6.118484203,6.153434948,6.188385694,6.223336439,6.258287185,6.29323793,6.328188676,6.363139421,6.398090167,6.433040912,6.467991658,6.502942403,6.537893149,6.572843894,6.60779464,6.642745385,6.67769613,6.712646876,6.747597621,6.782548367,6.817499112,6.852449858,6.887400603
Cayman Islands,CYM,Population density (people per sq. km of land area),EN.POP.DNST,Americas,https://www.countryflags.io/ky/flat/64.png,,33.44166667,33.94166667,34.27916667,34.575,34.87083333,35.17083333,35.50833333,35.9625,36.77916667,38.1,39.91666667,42.22083333,44.925,47.87916667,51.01666667,54.27083333,57.72083333,61.17916667,64.5,67.55,70.25,72.6625,75.04583333,77.79166667,81.1125,85.125,89.76666667,94.8375,100.1625,105.46666670000002,110.6,115.75,121.12083329999999,127.14166670000002,134.025,141.9375,150.65,159.7041667,168.41666669999998,176.2625,183.0625,188.9625,194.3,199.5916667,205.25416669999998,211.41666669999998,217.83333330000002,224.31666669999998,230.5083333,236.1333333,241.1583333,245.6583333,249.7166667,253.5333333,257.1833333,260.7041667,264.09166669999996,267.3916667,262.3286146,266.9706985,271.6127824,276.2548662,280.8969501,285.5390339,290.1811178,294.8232017,299.4652855,304.1073694,308.7494532,313.3915371,318.0336209,322.6757048,327.3177887,331.9598725,336.6019564,341.2440402,345.8861241,350.528208,355.1702918,359.8123757,364.4544595,369.0965434,373.7386273,378.3807111,383.022795,387.6648788,392.3069627,396.9490465,401.5911304,406.2332143,410.8752981,415.517382,420.1594658,424.8015497,429.4436336,434.0857174,438.7278013,443.3698851,448.011969,452.6540529,457.2961367,461.9382206,466.5803044,471.2223883,475.8644721,480.506556,485.1486399,489.7907237,494.4328076,499.0748914,503.7169753,508.3590592,513.001143,517.6432269,522.2853107,526.9273946,531.5694785,536.2115623,540.8536462,545.49573,550.1378139,554.7798977,559.4219816,564.0640655,568.7061493,573.3482332,577.990317,582.6324009,587.2744848,591.9165686,596.5586525,601.2007363,605.8428202,610.4849041,615.1269879,619.7690718,624.4111556,629.0532395,633.6953233,638.3374072
Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,Africa,https://www.countryflags.io/cf/flat/64.png,,2.449622781,2.491107259,2.53518572,2.582131048,2.632036341,2.6855099680000003,2.742145815,2.799759222,2.8554062730000003,2.9072265560000004,2.954377348,2.998141192,3.041595236,3.0890044619999997,3.143547144,3.205582844,3.274453433,3.351091528,3.436349482,3.5303797869999998,3.634855052,3.748648432,3.86580147,3.978268965,4.08065909,4.1698947,4.24867572,4.324333043999999,4.407419179,4.505335645,4.620548011,4.75013002,4.8896417219999995,5.0322883560000005,5.172968635,5.310335805,5.445497447999999,5.57881794,5.711281261,5.843569617000001,5.974538507999999,6.103130117,6.230025041,6.356343702999999,6.482362195,6.610274808,6.738595139,6.859555684,6.962703457999999,7.04158721,7.09274134,7.121279977,7.139782979,7.165839995,7.21238242,7.283840572999999,7.377488844,7.490412212000001,7.641275969,7.73942179,7.83756761,7.93571343,8.033859251,8.132005071,8.230150891,8.328296711,8.426442532,8.524588352,8.622734172,8.720879992,8.819025813,8.917171633,9.015317453,9.113463273,9.211609094,9.309754914,9.407900734,9.506046555,9.604192375,9.702338195,9.800484015,9.898629836,9.996775656,10.09492148,10.1930673,10.29121312,10.38935894,10.48750476,10.58565058,10.6837964,10.78194222,10.88008804,10.97823386,11.07637968,11.1745255,11.27267132,11.37081714,11.46896296,11.56710878,11.6652546,11.76340042,11.86154624,11.95969206,12.05783788,12.1559837,12.25412952,12.35227534,12.45042116,12.54856698,12.6467128,12.74485862,12.84300444,12.94115026,13.03929608,13.1374419,13.23558772,13.33373354,13.43187937,13.53002519,13.62817101,13.72631683,13.82446265,13.92260847,14.02075429,14.11890011,14.21704593,14.31519175,14.41333757,14.51148339,14.60962921,14.70777503,14.80592085,14.90406667,15.00221249,15.10035831,15.19850413,15.29664995,15.39479577,15.49294159,15.59108741
Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,Africa,https://www.countryflags.io/td/flat/64.png,,2.428863492,2.477171429,2.526644444,2.576605556,2.626655556,2.676340476,2.7260515869999997,2.777271429,2.832061905,2.891749206,2.9572928569999997,3.027984127,3.101499206,3.1755485869999998,3.2469536210000003,3.314116105,3.3793265569999997,3.444481417,3.51234514,3.5851572430000003,3.6633171860000004,3.746952033,3.8376119760000003,3.937069568,4.046538278,4.1671561310000005,4.298639612,4.439029543,4.585387548,4.735746506,4.889675191,5.048243329,5.212771601,5.385207274,5.567141836,5.758398188999999,5.958936626,6.1706226179999994,6.395756036,6.635684562000001,6.891717757,7.162669155,7.44434244,7.730914072000001,8.018291773,8.30457751,8.591188056,8.881502541,9.180548761,9.491848792999999,9.816541455,10.15307338,10.49906607,10.85098396,11.20630162,11.56422014,11.92564565,12.29173364,10.497204,10.66147557,10.82574714,10.99001872,11.15429029,11.31856186,11.48283343,11.647105,11.81137657,11.97564815,12.13991972,12.30419129,12.46846286,12.63273443,12.79700601,12.96127758,13.12554915,13.28982072,13.45409229,13.61836387,13.78263544,13.94690701,14.11117858,14.27545015,14.43972173,14.6039933,14.76826487,14.93253644,15.09680801,15.26107959,15.42535116,15.58962273,15.7538943,15.91816587,16.08243745,16.24670902,16.41098059,16.57525216,16.73952373,16.90379531,17.06806688,17.23233845,17.39661002,17.56088159,17.72515316,17.88942474,18.05369631,18.21796788,18.38223945,18.54651102,18.7107826,18.87505417,19.03932574,19.20359731,19.36786888,19.53214046,19.69641203,19.8606836,20.02495517,20.18922674,20.35349832,20.51776989,20.68204146,20.84631303,21.0105846,21.17485618,21.33912775,21.50339932,21.66767089,21.83194246,21.99621404,22.16048561,22.32475718,22.48902875,22.65330032,22.8175719,22.98184347,23.14611504,23.31038661,23.47465818,23.63892976,23.80320133
Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,Americas,https://www.countryflags.io/cl/flat/64.png,,11.16806089,11.40084979,11.63418203,11.86479886,12.09042869,12.30995252,12.52413428,12.73495237,12.94538984,13.15764969,13.37229142,13.58875418,13.80684163,14.02602385,14.24593233,14.46726913,14.69039468,14.91417254,15.137043900000002,15.35824621,15.57702091,15.79476136,16.01539611,16.24426991,16.48514857,16.73878525,17.00387269,17.27929324,17.56314113,17.85346487,18.15020394,18.4522232,18.754991600000004,19.05276357,19.34128645,19.61902028,19.88646,20.14403196,20.39293448,20.63442105,20.86811643,21.094463100000002,21.316703699999998,21.53904651,21.76465884,21.99569529,22.23198774,22.47147036,22.71077141,22.94795017,23.17798733,23.40228298,23.63248154,23.88459172,24.16755734,24.48995771,24.84148392,25.18944607,25.15840288,25.40448112,25.65055935,25.89663758,26.14271581,26.38879405,26.63487228,26.88095051,27.12702874,27.37310698,27.61918521,27.86526344,28.11134167,28.35741991,28.60349814,28.84957637,29.0956546,29.34173284,29.58781107,29.8338893,30.07996753,30.32604577,30.572124,30.81820223,31.06428046,31.3103587,31.55643693,31.80251516,32.04859339,32.29467162,32.54074986,32.78682809,33.03290632,33.27898455,33.52506279,33.77114102,34.01721925,34.26329748,34.50937572,34.75545395,35.00153218,35.24761041,35.49368865,35.73976688,35.98584511,36.23192334,36.47800158,36.72407981,36.97015804,37.21623627,37.46231451,37.70839274,37.95447097,38.2005492,38.44662744,38.69270567,38.9387839,39.18486213,39.43094037,39.6770186,39.92309683,40.16917506,40.4152533,40.66133153,40.90740976,41.15348799,41.39956623,41.64564446,41.89172269,42.13780092,42.38387916,42.62995739,42.87603562,43.12211385,43.36819208,43.61427032,43.86034855,44.10642678,44.35250501,44.59858325,44.84466148,45.09073971
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,Asia,https://www.countryflags.io/cn/flat/64.png,,70.33579208,70.91523979,72.67967939,74.38606769,76.17873406,78.3319575,80.37174127,82.4978031,84.78949751,87.16374191,89.59124437,91.82009427,93.94083029,95.90179213,97.61084334,99.13295875,100.49316970000001,101.8469896,103.2146566,104.51734880000001,105.8647778,107.43535800000001,108.99901470000002,110.4385801,111.9527068,113.6303358,115.46720630000002,117.3413575,119.15426200000002,120.9155061,122.576625,124.08808880000001,125.522861,126.9496445,128.3366211,129.6889829,131.02310020000002,132.2863841,133.4367607,134.492481,135.47304619999997,136.3837807,137.23592219999998,138.0534367,138.867765,139.6453451,140.37659069999998,141.09770780000002,141.8012404,142.4877396,143.1721085,143.8713898,144.583453,145.3173521,146.05764219999998,146.85067759999998,147.6740508,148.34883330000002,157.6322591,159.0408226,160.449386,161.8579495,163.266513,164.6750765,166.08364,167.4922034,168.9007669,170.3093304,171.7178939,173.1264573,174.5350208,175.9435843,177.3521478,178.7607112,180.1692747,181.5778382,182.9864017,184.3949652,185.8035286,187.2120921,188.6206556,190.0292191,191.4377825,192.846346,194.2549095,195.663473,197.0720364,198.4805999,199.8891634,201.2977269,202.7062904,204.1148538,205.5234173,206.9319808,208.3405443,209.7491077,211.1576712,212.5662347,213.9747982,215.3833616,216.7919251,218.2004886,219.6090521,221.0176156,222.426179,223.8347425,225.243306,226.6518695,228.0604329,229.4689964,230.8775599,232.2861234,233.6946868,235.1032503,236.5118138,237.9203773,239.3289408,240.7375042,242.1460677,243.5546312,244.9631947,246.3717581,247.7803216,249.1888851,250.5974486,252.006012,253.4145755,254.823139,256.2317025,257.640266,259.0488294,260.4573929,261.8659564,263.2745199,264.6830833,266.0916468,267.5002103,268.9087738,270.3173372,271.7259007
